guesses, answers
0.0,0.49061292873792883,0.02,0.4893870712620712
1.0,0.02356666666666667,0.958,0.018433333333333333
2.0,0.49061292873792883,0.02,0.4893870712620712
0.0,0.5089209512709512,0.0,0.49107904872904884
0.0,0.5013278776778775,0.0,0.4986721223221225
0.0,0.499391158841159,0.0,0.5006088411588411
0.0,0.49536618936618904,0.0,0.504633810633811
0.0,0.4966214285714282,0.0,0.5033785714285717
0.0,0.514169463869464,0.018,0.4678305361305359
0.0,0.5110727910977911,0.0,0.4889272089022088
0.0,0.4888309523809526,0.0,0.5111690476190475
0.0,0.509904068154068,0.0,0.49009593184593203
1.0,0.005595238095238096,0.991,0.003404761904761905
1.0,0.0008333333333333333,0.997,0.0021666666666666666
1.0,0.005666666666666667,0.989,0.005333333333333333
1.0,0.009833333333333333,0.981,0.009166666666666667
1.0,0.010866666666666665,0.979,0.010133333333333334
1.0,0.006416666666666666,0.988,0.005583333333333333
1.0,0.006083333333333333,0.986,0.007916666666666667
1.0,0.012445238095238093,0.968,0.019554761904761905
1.0,0.010849999999999999,0.98,0.009149999999999998
2.0,0.5089209512709512,0.0,0.49107904872904884
2.0,0.5013278776778775,0.0,0.4986721223221225
2.0,0.499391158841159,0.0,0.5006088411588411
2.0,0.49536618936618904,0.0,0.504633810633811
2.0,0.4966214285714282,0.0,0.5033785714285717
2.0,0.514169463869464,0.018,0.4678305361305359
2.0,0.5110727910977911,0.0,0.4889272089022088
2.0,0.4888309523809526,0.0,0.5111690476190475
2.0,0.509904068154068,0.0,0.49009593184593203
