guesses, answers
0.0,0.014705882352941176,0.0,0.0,0.9191176470588236,0.021323529411764706,0.027205882352941173,0.01764705882352941
0.0,0.32028985507246377,0.0,0.0,0.013043478260869565,0.41739130434782606,0.10434782608695652,0.14492753623188406
0.0,0.19387774294670845,0.007724137931034483,0.0,0.10732288401253917,0.0862257053291536,0.25606269592476494,0.3487868338557994
0.0,0.24559530965261284,0.0,0.004081632653061224,0.0832288595662669,0.3080678554731851,0.06785547318506645,0.2911708694698075
0.0,0.27748366013071896,0.0,0.0,0.06411764705882353,0.04687908496732026,0.09720588235294117,0.5143137254901962
0.0,0.4508333333333333,0.0,0.0,0.015,0.125,0.0075,0.40166666666666667
0.0,0.21428571428571427,0.0,0.0,0.2,0.11904761904761904,0.05714285714285714,0.4095238095238095
0.0,0.13416666666666666,0.0,0.0,0.11499999999999999,0.225,0.20750000000000002,0.3183333333333333
0.0,0.1067348858038513,0.007724137931034483,0.0,0.27089431258396773,0.2933685624720107,0.18391983878190774,0.13735826242722798
0.0,0.014705882352941176,0.0,0.0,0.5191176470588236,0.42132352941176465,0.027205882352941173,0.01764705882352941
0.0,0.2052614379084967,0.0,0.0,0.35022875816993465,0.030212418300653594,0.15831699346405229,0.25598039215686275
0.0,0.26666666666666666,0.0,0.0,0.2,0.1,0.1,0.33333333333333337
0.0,0.017499999999999998,0.0,0.0,0.915,0.025,0.0075,0.034999999999999996
0.0,0.31666666666666665,0.0,0.0,0.0,0.5,0.1,0.08333333333333333
0.0,0.12226197631927949,0.0,0.004081632653061224,0.18322885956626692,0.5080678554731851,0.06785547318506645,0.11450420280314089
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0
1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0
1.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.37028985507246376,0.0,0.0,0.11304347826086955,0.017391304347826087,0.004347826086956522,0.494927536231884
1.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0
2.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0
2.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
