guesses, answers
0.0,0.3093214285714286,0.0,0.0,0.0,0.149,0.0,0.0,0.204,0.028,0.001,0.30867857142857147
1.0,0.001,0.95,0.033,0.0,0.001,0.0,0.0,0.013,0.001,0.001,0.0
2.0,0.0,0.006,0.977,0.002,0.004,0.0,0.001,0.009,0.001,0.0,0.0
3.0,0.0,0.002,0.0,0.977,0.001,0.0,0.02,0.0,0.0,0.0,0.0
4.0,0.02316666666666667,0.001,0.0,0.0,0.316,0.007,0.0,0.019,0.597,0.013,0.02383333333333333
5.0,0.0,0.0,0.0,0.0,0.001,0.53,0.004,0.004,0.007,0.453,0.001
6.0,0.0,0.001,0.0,0.009,0.0,0.014,0.956,0.007,0.002,0.011,0.0
7.0,0.2141714285714286,0.0,0.0,0.0,0.205,0.007,0.0,0.145,0.191,0.0,0.2378285714285714
8.0,0.0016,0.0,0.0,0.0,0.001,0.39,0.005,0.015,0.093,0.493,0.0014
9.0,0.0,0.0,0.0,0.0,0.0,0.411,0.002,0.017,0.001,0.569,0.0
10.0,0.3093214285714286,0.0,0.0,0.0,0.149,0.0,0.0,0.204,0.028,0.001,0.30867857142857147
0.0,0.4764317460317461,0.0,0.0,0.0,0.03,0.0,0.0,0.035,0.002,0.0,0.45656825396825385
0.0,0.5010571428571429,0.0,0.0,0.0,0.013,0.0,0.0,0.002,0.004,0.0,0.4799428571428571
0.0,0.4368785714285715,0.0,0.0,0.0,0.0442,0.0,0.0,0.062200000000000005,0.0,0.0,0.45672142857142856
0.0,0.4749962121212123,0.0,0.0,0.0,0.03,0.001,0.0,0.02,0.027,0.0,0.44700378787878775
0.0,0.47119880952380966,0.0,0.0,0.0,0.014,0.0,0.0,0.015,0.009,0.0,0.4908011904761903
0.0,0.4415250000000002,0.0,0.0,0.0,0.092,0.0,0.0,0.018,0.013,0.0,0.4354749999999998
0.0,0.5095722222222229,0.0,0.0,0.0,0.011,0.0,0.0,0.005,0.002,0.0,0.47242777777777734
0.0,0.48819642857142875,0.0,0.0,0.0,0.016,0.0,0.0,0.026,0.006,0.0,0.46380357142857115
0.0,0.4868269841269843,0.0,0.0,0.0,0.014,0.0,0.0,0.014,0.009,0.0,0.47617301587301575
1.0,0.0,0.951,0.012,0.003,0.005,0.004,0.01,0.006,0.0,0.009,0.0
1.0,0.0005,0.955,0.012,0.012,0.001,0.005,0.003,0.001,0.003,0.006,0.0015
1.0,0.002,0.981,0.009,0.0,0.001,0.0,0.0,0.004,0.002,0.0,0.001
1.0,0.0,0.835,0.164,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0005,0.888,0.001,0.053,0.011,0.009,0.016,0.008,0.008,0.005,0.0005
1.0,0.0,0.939,0.058,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0,0.961,0.002,0.021,0.001,0.003,0.008,0.001,0.0,0.003,0.0
1.0,0.0006666666666666666,0.925,0.073,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333
1.0,0.002,0.982,0.01,0.0,0.001,0.0,0.0,0.003,0.001,0.0,0.001
2.0,0.0,0.001,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0005,0.001,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005
2.0,0.0,0.003,0.996,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
2.0,0.0,0.001,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.001,0.998,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
2.0,0.0,0.001,0.998,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
2.0,0.0,0.003,0.995,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0
2.0,0.0005,0.003,0.995,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0005
2.0,0.0,0.001,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.993,0.0,0.0,0.007,0.0,0.0,0.0,0.0
3.0,0.0,0.002,0.0,0.989,0.0,0.0,0.009,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.995,0.0,0.0,0.005,0.0,0.0,0.0,0.0
3.0,0.0,0.006,0.001,0.971,0.001,0.003,0.017,0.0,0.0,0.001,0.0
3.0,0.0,0.0,0.0,0.995,0.0,0.0,0.005,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.991,0.0,0.0,0.009,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.994,0.0,0.0,0.006,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.998,0.0,0.0,0.002,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.999,0.0,0.0,0.001,0.0,0.0,0.0,0.0
4.0,0.0358,0.0,0.0,0.0,0.666,0.0,0.0,0.241,0.019,0.0,0.0382
4.0,0.03398571428571428,0.0,0.0,0.0,0.859,0.0,0.0,0.058,0.024,0.0,0.025014285714285715
4.0,0.05366428571428573,0.0,0.0,0.0,0.791,0.0,0.0,0.061,0.047,0.0,0.047335714285714287
4.0,0.055266666666666665,0.0,0.0,0.0,0.6722,0.0,0.0,0.21819999999999998,0.002,0.0,0.052333333333333336
4.0,0.020499999999999997,0.0,0.0,0.0,0.723,0.0,0.0,0.012,0.222,0.006,0.0165
4.0,0.1271555555555556,0.0,0.0,0.0,0.6552,0.0,0.0,0.1092,0.006,0.0,0.1024444444444444
4.0,0.09580000000000001,0.0,0.0,0.0,0.759,0.0,0.0,0.022,0.041,0.001,0.0812
4.0,0.014916666666666668,0.0,0.0,0.0,0.78,0.001,0.0,0.052,0.128,0.004,0.020083333333333335
4.0,0.043166666666666666,0.0,0.0,0.0,0.798,0.001,0.0,0.058,0.061,0.001,0.03783333333333334
5.0,0.0,0.0,0.0,0.0,0.0,0.9,0.014,0.012,0.009,0.065,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.836,0.01,0.018,0.004,0.132,0.0
5.0,0.001,0.0,0.0,0.0,0.0,0.744,0.002,0.001,0.002,0.25,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.763,0.003,0.002,0.004,0.228,0.0
5.0,0.0,0.0,0.0,0.001,0.0,0.873,0.006,0.008,0.009,0.103,0.0
5.0,0.0003333333333333333,0.0,0.0,0.0,0.001,0.806,0.002,0.004,0.005,0.181,0.0006666666666666666
5.0,0.001,0.0,0.0,0.0,0.003,0.806,0.0,0.002,0.008,0.179,0.001
5.0,0.002,0.0,0.0,0.0,0.0,0.802,0.0,0.002,0.003,0.191,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.824,0.001,0.011,0.003,0.161,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.003,0.993,0.002,0.0,0.002,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.001,0.997,0.001,0.0,0.001,0.0
6.0,0.0,0.0,0.0,0.001,0.0,0.006,0.989,0.003,0.0,0.001,0.0
6.0,0.0,0.0,0.0,0.001,0.0,0.004,0.989,0.002,0.0,0.004,0.0
6.0,0.0,0.0,0.0,0.001,0.0,0.001,0.993,0.002,0.0,0.003,0.0
6.0,0.0,0.0,0.0,0.01,0.0,0.013,0.956,0.007,0.0,0.014,0.0
6.0,0.0,0.0,0.0,0.001,0.0,0.003,0.99,0.0,0.0,0.006,0.0
6.0,0.0,0.0,0.0,0.004,0.001,0.014,0.951,0.02,0.0,0.01,0.0
6.0,0.0,0.001,0.0,0.005,0.0,0.013,0.974,0.006,0.0,0.001,0.0
7.0,0.05775,0.0,0.0,0.0,0.182,0.0,0.0,0.689,0.018,0.001,0.05224999999999999
7.0,0.027283333333333333,0.0,0.0,0.0,0.093,0.0,0.0,0.849,0.006,0.001,0.023716666666666667
7.0,0.11444166666666664,0.0,0.0,0.0,0.081,0.0,0.0,0.631,0.068,0.0,0.10555833333333335
7.0,0.05761666666666668,0.0,0.0,0.0,0.15519999999999998,0.0,0.0,0.7212000000000001,0.002,0.0,0.06398333333333332
7.0,0.04604166666666666,0.0,0.0,0.0,0.124,0.0,0.0,0.752,0.029,0.0,0.04895833333333333
